emp_no,first_name,last_name,title,from_date
229949,Alois,Matzov,Senior Staff,6/27/1994
229954,Rajmohan,Lunn,Senior Staff,10/7/1999
229955,Seongbae,Cools,Staff,3/5/1997
229958,Gad,Jayawardene,Staff,8/21/1995
229960,Mack,Bale,Senior Staff,2/21/2000
229969,Zine,Walstra,Senior Staff,6/22/1994
229970,Tse,Berendt,Senior Engineer,3/17/2001
229974,Otmar,Bahr,Staff,12/28/1993
229979,Weiru,Suwa,Senior Engineer,7/8/2000
229989,Qiwen,Braunschweig,Staff,10/22/1999
229990,Sachio,Krychniak,Senior Engineer,10/1/1995
229997,Fai,Zwicker,Senior Staff,9/1/1986
230001,Shaibal,Angelov,Staff,11/13/1999
230005,Ghassan,Seiwald,Senior Engineer,10/26/1996
230006,Yifei,Whittlesey,Staff,12/12/1986
230008,Sajjan,Angelopoulos,Senior Staff,2/11/1994
230012,Falguni,Rusmann,Senior Staff,10/16/1991
230015,Susanna,Hasenauer,Senior Engineer,6/12/1997
230017,Shuho,Zumaque,Engineer,1/30/1987
230022,Xuedong,Skogmar,Staff,3/21/1996
230025,Stafford,Schauser,Staff,2/16/1999
230028,Zsolt,Vernadat,Senior Engineer,2/4/1997
230029,Wanqing,Kalorkoti,Senior Engineer,5/26/1996
230037,Jamaludin,Markovitch,Senior Engineer,9/14/1996
230040,Sergi,Cannane,Senior Staff,4/14/1998
230042,Eckart,Manders,Senior Staff,3/29/2001
230046,Nobuyoshi,Hoppenstand,Senior Engineer,4/27/1997
230047,Yucai,Jullig,Senior Staff,11/17/1988
230053,Zissis,Vural,Senior Staff,6/21/1993
230054,Xiaoshan,Waschkowski,Staff,8/5/1988
230055,Gladys,Melichar,Engineer,1/29/1999
230074,Zito,Templeman,Senior Staff,1/13/1995
230077,Georg,Setia,Staff,5/26/1985
230078,Aimee,Acton,Senior Engineer,12/10/1998
230084,Ishfaq,Qiwen,Engineer,8/9/1994
230091,Waiman,Birjandi,Senior Engineer,10/30/1997
230097,Weicheng,Kaminger,Senior Staff,3/12/1996
230102,Toong,Lamba,Staff,7/6/1987
230115,Marie,Hockney,Senior Engineer,5/10/2002
230116,Kristine,Wilfing,Senior Engineer,4/13/1996
230118,Toshimori,Standera,Engineer,10/1/1999
230121,Zhonghui,Kornatzky,Engineer,7/31/1996
230129,Guoxiang,Manders,Staff,1/30/1998
230130,Kien,Quaggetto,Senior Engineer,5/21/1992
230136,Lorien,Iisaka,Senior Staff,5/8/1997
230139,Tze,Boguraev,Staff,12/31/1999
230140,Berto,Cherinka,Senior Engineer,11/23/1994
230145,Marsja,Fairtlough,Senior Engineer,1/12/2001
230156,Bernt,Beeson,Senior Staff,12/17/1994
230160,Bojan,Pagter,Senior Staff,3/19/1999
230162,Itzchak,Ramsay,Senior Engineer,8/1/1985
230167,Bernice,Collette,Senior Staff,10/18/1995
230170,Yakichi,Thummel,Senior Staff,4/3/1997
230171,Barton,Gerteisen,Engineer,3/3/1997
230176,Jeane,Rabehasaina,Engineer,12/22/1996
230180,Adhemar,Kamble,Senior Engineer,9/3/1990
230182,Urs,Ruemmler,Senior Engineer,1/28/1994
230184,Angel,Spell,Engineer,7/10/1999
230185,Jackson,Chachaty,Senior Staff,12/9/1999
230187,Uma,Figueira,Senior Staff,9/25/1988
230188,Snehasis,Krychniak,Senior Staff,4/27/2002
230190,Kish,Hockney,Staff,4/7/1998
230192,Oddvar,Mandelberg,Senior Engineer,6/13/1998
230202,Serge,Gerteisen,Senior Engineer,3/25/1990
230205,DAIDA,Kilgour,Engineer,7/5/1999
230210,Mayumi,Lamma,Senior Engineer,10/21/1991
230213,Yishai,Furedi,Technique Leader,8/26/1997
230219,Heather,Malinowski,Senior Engineer,6/25/1988
230224,Duri,Kusalik,Staff,5/10/1996
230225,Marsha,Horswill,Staff,12/28/1998
230227,IEEE,Hegner,Assistant Engineer,3/30/1991
230230,Ipke,Halevi,Senior Engineer,9/23/1993
230235,Divier,Sundgren,Engineer,12/20/1996
230238,Woody,Chiodo,Engineer,11/24/1997
230245,Thodoros,Bain,Staff,1/6/1996
230246,Herbert,Hasham,Senior Engineer,11/2/1992
230247,Frederique,Haldar,Engineer,4/2/1995
230251,Phillip,Dulin,Senior Engineer,8/23/1997
230252,Soenke,Serra,Senior Staff,6/28/1994
230255,Ennio,Lorcy,Senior Engineer,8/2/1993
230257,Dietrich,Chvatal,Senior Engineer,3/20/2000
230264,Valeska,Jayawardene,Senior Staff,5/3/1989
230271,Suebskul,Cardazo,Engineer,8/13/1994
230277,Kaijung,Thambidurai,Senior Staff,1/26/1995
230280,Karlis,Feinberg,Senior Staff,1/22/1986
230288,Atreyi,Erdmenger,Senior Engineer,5/9/1986
230290,Deborah,Hopewell,Engineer,6/4/1999
230292,Zhensheng,Stroustrup,Senior Engineer,3/19/1992
230296,Uzi,Makinen,Senior Engineer,2/5/1994
230297,Odinaldo,Baaz,Senior Engineer,12/15/1988
230300,Mari,Greibach,Senior Staff,9/26/1996
230305,Mountaz,Berstel,Staff,2/11/1998
230306,Gro,Rotem,Senior Engineer,11/3/1994
230314,Sanjay,Danlos,Senior Staff,3/19/2000
230316,Magdalena,Billingsley,Senior Staff,6/22/2000
230319,Masaru,Harbusch,Senior Engineer,11/8/1992
230320,Tomofumi,Chimia,Staff,9/18/1988
230321,Gunilla,Alencar,Senior Staff,10/1/1998
230323,Isamu,Birdsall,Senior Staff,1/29/1999
230324,Shahab,Wixon,Senior Engineer,6/27/2000
230325,Gio,Kinley,Senior Engineer,11/26/1998
230326,Soenke,Michaeli,Engineer,11/29/1998
230329,Jeanna,Murtagh,Senior Engineer,4/29/1991
230331,Nidapan,Beutelspacher,Technique Leader,2/3/1987
230346,Guiseppe,Trumbly,Senior Staff,4/8/1990
230348,Yongmao,Awdeh,Senior Staff,5/4/1994
230352,Radhika,Hainaut,Senior Engineer,6/4/1992
230353,Siamak,Maierhofer,Senior Staff,7/9/1996
230355,Debaprosad,Lamma,Senior Engineer,8/6/1993
230357,Mitchel,Marciano,Senior Engineer,3/2/1990
230359,Goa,Suwa,Senior Staff,5/19/1998
230361,Gro,Thorensen,Senior Staff,9/18/1994
230366,Zvonko,Schueller,Engineer,10/17/1989
230367,Susuma,Lubachevsky,Senior Staff,11/6/1998
230369,Jahangir,Bergere,Staff,8/24/1999
230374,Nahid,Mullainathan,Senior Staff,3/13/1994
230378,Brigham,Babu,Senior Staff,11/15/1994
230381,Atreye,Rosch,Staff,12/9/1996
230383,Goo,Piancastelli,Senior Staff,9/13/2001
230385,Kirk,Lorys,Staff,11/15/1997
230388,Sanjeeva,Bamford,Senior Engineer,1/20/2000
230391,Kerryn,Ozeri,Senior Staff,12/16/1996
230396,Ramachenga,Aumann,Staff,9/19/1997
230398,Nathan,Grandbois,Engineer,11/3/1994
230401,Jiong,Gubsky,Senior Engineer,7/4/1998
230409,Rosli,Karlin,Technique Leader,3/12/1995
230411,Sasan,Badr,Senior Staff,4/21/1999
230412,Subhrajyoti,Mikschl,Senior Engineer,7/26/1993
230415,Stein,Fortenbacher,Senior Engineer,12/24/1999
230418,Hsiangchu,Pargaonkar,Staff,6/6/1998
230419,Mona,Comte,Senior Engineer,3/30/1986
230426,Make,Riesenhuber,Senior Engineer,10/19/1992
230439,Kwangho,Aumann,Senior Engineer,7/25/1998
230443,Leaf,Naudin,Senior Engineer,6/30/1998
230444,Edwin,Ghalwash,Senior Engineer,6/29/1990
230445,Tuval,Cangellaris,Senior Engineer,9/3/1999
230448,Chirstian,Conde,Senior Engineer,9/28/1999
230453,Limsoon,Macedo,Senior Staff,6/24/1998
230455,Chirstian,Templeman,Technique Leader,1/18/1998
230458,Peer,Laventhal,Senior Staff,10/4/1995
230464,Huican,Butner,Technique Leader,3/25/1999
230465,Sajjan,Coullard,Senior Engineer,5/21/1995
230467,Dzung,Chartres,Assistant Engineer,4/18/1995
230468,Takahito,Zweizig,Senior Engineer,3/1/1995
230470,Mandell,Sewelson,Senior Staff,12/30/1999
230472,Val,Kropf,Staff,4/30/1999
230473,Angel,Vandervoorde,Senior Engineer,7/30/2001
230480,Udo,Bernini,Senior Staff,8/25/1994
230481,Khaled,Rathonyi,Senior Engineer,1/27/1995
230484,Roselyn,Mateescu,Staff,7/31/1999
230487,Anyuan,Michaels,Senior Staff,12/18/1990
230492,Pranjal,Nilsson,Engineer,6/24/1995
230493,Rayond,Nittel,Technique Leader,5/15/1990
230496,Tomokazu,Gips,Senior Engineer,9/7/1992
230497,Heeju,Randi,Staff,7/19/1994
230507,Kristin,Hitomi,Technique Leader,10/23/1993
230513,Shir,Raczkowsky,Senior Staff,7/10/2000
230519,Masato,Avouris,Senior Staff,12/28/1994
230520,Duangkaew,Rande,Senior Engineer,8/2/1999
230523,Gaurav,Portugali,Technique Leader,9/23/1993
230527,Kinh,Moffat,Senior Staff,6/15/1996
230534,Marsja,Binkley,Senior Staff,5/1/1995
230541,Shaunak,Riexinger,Senior Engineer,12/4/1995
230543,Debatosh,Crouzet,Senior Staff,12/21/1998
230545,Bokyung,Baba,Senior Staff,2/19/1999
230548,Jinxi,Menyhert,Staff,2/4/1987
230550,Jessie,Vitiello,Staff,11/7/1995
230551,Khue,Hiyoshi,Assistant Engineer,11/20/1995
230553,Oldrich,Mapelli,Senior Engineer,12/29/1996
230562,Ymte,Loncour,Staff,11/17/1996
230567,Mabry,Sevcikova,Engineer,6/14/1999
230572,Sudhanshu,Gulak,Senior Staff,7/29/1993
230575,Narain,Siksek,Senior Engineer,8/26/1999
230578,Chiradeep,Matzel,Engineer,11/21/1995
230580,Hairong,Munck,Senior Engineer,12/17/1999
230582,Teiji,Shihab,Senior Engineer,7/31/1999
230583,Aruna,Velasco,Senior Engineer,11/6/1994
230586,Armond,Gulla,Senior Staff,8/30/1994
230587,Arno,Luks,Senior Staff,10/8/2000
230591,Diederik,Gajiwala,Senior Engineer,8/4/2001
230594,Basim,Cyne,Senior Engineer,7/20/1997
230599,Eric,Danley,Engineer,11/12/1995
230602,Arnould,Wursthorn,Assistant Engineer,9/27/1997
230603,Vidya,Sidou,Senior Engineer,6/28/1993
230605,Thanasis,Dratva,Senior Staff,3/11/1990
230607,Lech,Randi,Senior Engineer,4/20/2002
230608,Youngkon,Schnelling,Senior Engineer,4/12/1995
230610,Stepehn,Veevers,Staff,4/3/1996
230611,Gina,Szmurlo,Engineer,8/30/1996
230612,Kiyomitsu,Erev,Senior Engineer,10/24/2000
230613,Youjian,Vidya,Senior Engineer,6/5/1998
230614,Yakkov,Chaudhuri,Senior Staff,9/14/1999
230615,Jongsuk,Krupka,Engineer,5/17/1998
230616,Paloma,Pluym,Senior Engineer,8/28/1990
230621,Ulises,Erol,Senior Engineer,10/29/2000
230622,Unal,Quittner,Technique Leader,12/19/1987
230630,Slavian,Stroustrup,Technique Leader,3/9/1995
230631,Kellie,Begiun,Senior Engineer,6/29/1991
230636,Tsz,Pusterhofer,Senior Staff,7/13/1992
230641,Roddy,Keustermans,Engineer,7/11/1995
230644,Tiina,Sooriamurthi,Staff,12/4/1994
230647,Kamakshi,Senzako,Engineer,11/11/1996
230649,Lidong,Hennebert,Senior Staff,11/8/1989
230653,Niclas,Ibel,Assistant Engineer,4/16/1999
230659,Utz,Trachtenberg,Engineer,8/29/2001
230660,Jackson,Guardalben,Senior Engineer,9/1/1994
230668,Kamran,Matzat,Staff,3/18/1996
230673,Sadegh,Panwar,Senior Engineer,10/2/1995
230676,Yefim,Krzyzanowski,Engineer,6/20/1999
230677,Pintsang,Matzen,Senior Staff,5/6/2001
230681,Jinya,Hiraishi,Senior Staff,3/7/1996
230683,Phillip,Jeong,Senior Engineer,3/17/2002
230686,Lobel,Gewali,Engineer,3/13/1998
230687,Mayumi,Pouyioutas,Senior Engineer,12/23/1997
230688,Tomokazu,Khalil,Staff,12/2/1997
230690,Khoa,Papastamatiou,Senior Staff,1/30/1993
230691,Mantis,Angelopoulos,Senior Staff,1/14/1994
230692,Yolla,Wixon,Senior Engineer,2/26/1996
230694,Taisook,Docker,Staff,1/13/1990
230698,Vishu,Staelin,Senior Staff,12/18/2001
230701,Kristen,Salverda,Senior Engineer,7/29/1995
230707,Tesuro,Verhoeff,Senior Engineer,12/9/2001
230710,Jiann,Klassen,Senior Staff,8/29/1990
230714,Maha,Suessmith,Senior Staff,5/2/1998
230716,Xinglin,Panangaden,Senior Staff,4/10/1994
230721,Mack,Falck,Engineer,6/5/1998
230722,Khosrow,Vanwelkenhuysen,Senior Engineer,2/26/2000
230723,Shimshon,Portugali,Senior Staff,5/21/1993
230724,Moheb,Cullers,Senior Engineer,3/6/1990
230728,Mariangiola,Mansanne,Assistant Engineer,8/13/1996
230730,Djelloul,Furedi,Senior Staff,5/10/1997
230732,Zvonko,Casley,Staff,10/31/1987
230733,Sungwon,Emmart,Technique Leader,2/3/1986
230735,Froduald,Peha,Staff,8/1/1997
230737,Hsiangchu,Hagimont,Senior Engineer,7/15/1992
230739,Tze,Kalorkoti,Engineer,11/14/2000
230742,Marc,Kavraki,Senior Engineer,6/15/2002
230744,Shushma,Middleton,Senior Staff,10/16/1998
230745,Eberhardt,Cunliffe,Senior Staff,6/6/2002
230747,Piyush,Haumacher,Engineer,3/7/1998
230750,Magy,Vigier,Senior Staff,12/12/1994
230753,Geraldo,Suri,Senior Engineer,8/21/1993
230758,Palash,Stentiford,Staff,11/27/1997
230765,Arvind,Barbanera,Senior Engineer,5/5/1991
230768,Kerryn,Luit,Technique Leader,7/11/1985
230771,Bezalel,Colorni,Engineer,1/9/1998
230774,Tetsushi,Erni,Senior Engineer,7/21/1993
230775,Maya,Desikan,Engineer,2/12/1996
230778,Kazuhide,Braunschweig,Senior Staff,9/14/1998
230781,Erzsebet,Gimarc,Engineer,12/25/1997
230795,Remko,Picaronny,Technique Leader,9/15/1993
230801,Giao,Engberts,Senior Staff,10/23/1995
230804,Hugh,Asser,Engineer,9/16/1999
230806,Giap,Anick,Engineer,9/24/1997
230807,Faiza,Mitzlaff,Senior Staff,1/13/1998
230808,Roded,Piveteau,Senior Engineer,7/23/1988
230813,Tesuya,Shumilov,Senior Staff,3/16/1993
230820,Bikash,Hooghiemstra,Senior Engineer,5/19/1998
230822,Saeko,Rebaine,Staff,1/9/1996
230825,Atilio,Stentiford,Senior Engineer,5/5/1995
230839,Emdad,Erez,Staff,2/4/1999
230842,Leni,Tyugu,Senior Engineer,7/2/1997
230843,Otmar,Nittel,Senior Staff,7/31/1992
230846,Parto,Perelgut,Senior Engineer,4/20/1999
230848,Michaela,Oxenboll,Senior Engineer,2/6/1986
230851,Bernd,Henders,Senior Engineer,3/15/1999
230859,Jaques,Cichocki,Senior Engineer,10/7/1985
230860,Fox,Yoshimura,Staff,8/26/1993
230862,Kazuyasu,Rouquie,Senior Engineer,11/20/1996
230868,Zengping,Poulakidas,Senior Staff,9/24/1987
230871,Rildo,Rabejac,Senior Staff,9/21/1993
230874,Kazuhiro,Marshall,Senior Staff,8/23/1995
230875,Keiichiro,Kushner,Senior Staff,1/29/1994
230876,Shigehiro,Kriebel,Senior Staff,8/30/1998
230882,Geoffrey,Pezzoli,Senior Engineer,6/11/2000
230883,Pradeep,Kawashima,Senior Staff,10/20/1988
230885,Gila,Zhiwei,Senior Engineer,7/2/1995
230889,Manu,Marquardt,Engineer,8/20/1999
230890,Oldrich,Schmiedel,Engineer,12/13/1999
230892,Dinah,Kobuchi,Technique Leader,5/31/1991
230894,Martien,Maliniak,Senior Engineer,6/19/1991
230895,Godehard,Parhami,Senior Engineer,3/2/2002
230896,Spyrose,Tempesti,Engineer,7/31/1999
230898,Charlene,Vitiello,Assistant Engineer,2/22/1997
230903,Gian,Szilard,Engineer,1/10/1996
230905,Iara,Larfeldt,Engineer,4/13/1998
230906,Qunsheng,Marchegay,Senior Staff,9/9/1993
230910,Premal,Baaz,Senior Staff,4/12/2001
230911,Yongmin,Haldar,Staff,10/27/1998
230912,Zsolt,Pagter,Engineer,9/10/1985
230914,Munir,Brobst,Senior Staff,8/3/1996
230916,Lena,Bale,Senior Staff,10/30/1997
230919,Clyde,Terwilliger,Senior Staff,1/20/2002
230920,Zvonko,Itzigehl,Senior Staff,3/31/1997
230921,Yongqiao,Gruenwald,Engineer,7/8/1998
230924,Limsoon,Gerteisen,Engineer,1/29/1995
230927,Laurentiu,Bail,Senior Engineer,4/12/1997
230928,Tesuya,Schlumberger,Senior Engineer,9/9/1994
230931,Petter,Hoppenstand,Engineer,3/5/1997
230935,Heon,Scallan,Senior Engineer,2/22/1995
230936,Ravishankar,Foong,Engineer,11/28/1997
230937,Indrajit,Kermarrec,Senior Engineer,10/2/1993
230939,Peternela,Matzen,Senior Staff,1/4/1994
230940,Kwangsub,Kruskal,Technique Leader,9/1/1991
230944,Noritoshi,Serra,Engineer,12/1/1999
230946,Tamiya,Taubenfeld,Senior Staff,5/18/1996
230948,Emdad,Peac,Senior Engineer,5/12/1992
230953,Mana,Murrill,Senior Engineer,6/3/2001
230956,Moheb,Ranft,Senior Engineer,3/12/1992
230957,Zdislav,Perfilyeva,Senior Engineer,7/24/2002
230958,Krisda,Bade,Senior Engineer,12/8/1992
230959,Fayez,Barriga,Senior Engineer,12/26/1996
230960,Elliott,Birjandi,Senior Engineer,2/11/1997
230966,Tadahiro,Melski,Senior Engineer,10/3/1995
230970,Alper,Lammel,Senior Engineer,6/19/1997
230971,Tesuya,Byoun,Senior Staff,2/17/1998
230973,Zhanqiu,Kitsuregawa,Senior Staff,8/15/1998
230975,DeForest,Keohane,Senior Engineer,1/7/1998
230976,Chuanyi,Serot,Senior Staff,8/20/1992
230980,Vidya,VanScheik,Engineer,12/25/1998
230984,Odinaldo,Itzigehl,Senior Engineer,10/31/1985
230985,Hatsukazu,Taubman,Senior Engineer,9/27/1995
230989,Tuval,Krider,Senior Engineer,6/20/1998
231000,Surveyors,Krzyzanowski,Senior Staff,2/8/1997
231003,Hidde,Stamatiou,Staff,12/4/1987
231005,Muzhong,Murthy,Senior Staff,8/4/1998
231006,Gill,Delgrossi,Senior Staff,12/13/1993
231008,Eran,Ballarin,Senior Engineer,6/26/2001
231009,Shigenori,Furudate,Engineer,12/9/1997
231012,Dines,Luiz,Senior Staff,12/1/1999
231016,Hitofumi,Valette,Senior Engineer,1/8/1995
231021,Shietung,Theuretzbacher,Senior Staff,8/3/1995
231023,Toshimo,Madeira,Senior Engineer,7/7/1985
231024,Marit,Wendorf,Staff,8/18/1995
231027,Kazuhiko,Denny,Senior Engineer,12/4/1993
231034,Xiaobin,Coors,Staff,8/27/1996
231036,Hyuncheol,Soloway,Senior Staff,8/8/1997
231037,Mostafa,Vieth,Senior Staff,12/17/1990
231040,Heekeun,Liesche,Staff,3/11/1998
231042,Luigi,Christ,Staff,9/26/1998
231044,Stevo,Merey,Senior Engineer,8/6/1991
231047,Uno,Shackel,Technique Leader,10/8/1989
231050,Shim,Narwekar,Senior Engineer,12/17/1996
231051,Bodh,Parfitt,Senior Staff,4/18/2002
231056,Margo,McAlpine,Engineer,1/3/1997
231057,Ziyad,Bhattacharjee,Senior Staff,11/12/1990
231058,Yoshinari,Peot,Engineer,8/17/1995
231060,Marin,Ramras,Engineer,1/25/2000
231062,Kwee,Godskesen,Staff,1/12/1998
231073,Yechiam,Rattan,Senior Staff,6/6/1994
231075,Luise,Basart,Senior Engineer,2/4/1994
231079,Conor,Luon,Staff,6/1/1995
231081,Margareta,Asmuth,Technique Leader,1/5/2000
231083,Gritta,Angelopoulos,Senior Engineer,9/6/1986
231084,Ennio,Perly,Staff,3/4/1999
231090,Marc,Selvestrel,Senior Engineer,9/24/1998
231094,Conal,Maliniak,Engineer,7/22/2001
231096,Debaprosad,Tyugu,Senior Staff,3/10/1993
231099,Fumiko,Vrecion,Senior Staff,10/28/1998
231105,Zijian,Kitai,Staff,9/2/1996
231108,Nimmagadda,Tasistro,Senior Engineer,10/22/2001
231109,Adamantios,Vickson,Assistant Engineer,1/28/1993
231110,Kiyomitsu,Sidou,Senior Staff,9/25/2000
231111,Shirish,Rosiles,Senior Engineer,7/21/1993
231116,Kristof,Danecki,Senior Engineer,11/10/1985
231122,Jeane,Baik,Senior Engineer,11/1/1986
231124,Monique,Velardi,Engineer,5/17/1989
231127,Izaskun,Kavvadias,Staff,5/18/1996
231130,Kien,Skafidas,Staff,3/2/1995
231131,Aimee,Rajaraman,Engineer,3/26/1996
231132,Arunas,Hofstetter,Senior Staff,11/16/1985
231139,Tetsushi,Kaelbling,Senior Staff,4/26/2001
231143,Zhensheng,Comyn,Engineer,11/22/1998
231144,Pradeep,Simmen,Senior Staff,4/24/1992
231146,Kazuhira,Ebeling,Senior Engineer,5/29/2002
231151,Jessie,Varman,Senior Staff,11/5/1996
231152,Fay,Straney,Engineer,3/31/1998
231163,Emran,Dechter,Senior Staff,2/1/1995
231170,Mingdong,Champarnaud,Engineer,5/4/1995
231178,Gennady,Highland,Senior Staff,9/27/1991
231179,Cristinel,Benaini,Engineer,10/9/2001
231185,Shimshon,Uludag,Senior Staff,1/2/2001
231190,Gay,Alblas,Staff,12/16/1994
231192,Zorica,Siepmann,Senior Engineer,12/3/1995
231193,Freyja,Isaac,Senior Engineer,4/3/1990
231194,Tonny,Burnard,Senior Engineer,4/29/1999
231198,Debatosh,Bellone,Senior Engineer,2/12/2000
231201,Chirstian,Dratva,Senior Engineer,7/24/1988
231202,Nobuyoshi,Fioravanti,Senior Engineer,7/5/1992
231204,Kwangho,Siprelle,Senior Staff,8/6/1996
231205,Lidong,Nittel,Senior Staff,2/7/2002
231207,Peternela,Lakshmanan,Technique Leader,8/27/1987
231212,Oksana,Raney,Engineer,3/8/1999
231215,Jovan,Bierbaum,Senior Staff,5/21/2001
231219,Remzi,Plavsic,Staff,8/19/1996
231222,Gino,Reghbati,Senior Staff,11/1/1996
231224,Bernd,Uludag,Senior Staff,8/26/1996
231226,Froduald,Cannane,Senior Staff,11/27/1998
231234,Xuedong,Borovoy,Senior Engineer,7/5/1995
231236,Guadalupe,Iisaka,Senior Engineer,12/4/1994
231237,Sivanarayana,Benner,Technique Leader,3/15/1996
231238,Sarita,Tsukuda,Senior Engineer,2/6/1992
231243,Abdelghani,Birta,Senior Staff,11/14/1988
231244,Percy,Cummings,Engineer,12/31/1994
231245,Arto,Pezzoli,Staff,12/10/1998
231250,Mats,Crouzet,Technique Leader,7/31/1998
231253,Hairong,Codenie,Senior Staff,12/6/1995
231261,Rosalie,Koyama,Engineer,2/15/1988
231262,Utz,Bojadziev,Senior Engineer,11/26/1992
231263,Babette,Maksimenko,Engineer,2/20/1998
231270,Gritta,Rassart,Senior Staff,3/24/1999
231275,Yongmao,Kuzuoka,Staff,2/13/1998
231276,Jayesh,Butner,Senior Staff,5/21/1985
231278,LiMin,Papadias,Senior Engineer,2/19/1995
231279,Giap,Muntz,Senior Staff,6/1/1994
231280,Weidon,Verhoeff,Technique Leader,6/11/1999
231284,Luigi,Antonakopoulos,Staff,4/27/1998
231287,Shalesh,Ghazalie,Engineer,8/9/1998
231294,Sven,Brender,Senior Staff,11/16/1995
231299,Susuma,Whittlesey,Senior Staff,1/26/2001
231302,Prasadram,Navazio,Senior Staff,7/4/1995
231305,Frazer,Godskesen,Senior Engineer,7/19/2001
231307,Thanasis,Claffy,Staff,5/15/1997
231308,Lijie,Boudaillier,Senior Staff,9/19/1996
231315,Subir,Farrar,Senior Engineer,8/19/1994
231316,Zhilian,Soloway,Engineer,9/3/1996
231322,Tetsushi,Colorni,Engineer,9/30/1994
231324,Utpal,Thebaut,Senior Engineer,7/16/2001
231329,Kinh,Onuegbe,Assistant Engineer,3/24/1998
231333,Kinh,Stroustrup,Senior Staff,1/28/1993
231338,Ennio,Straney,Engineer,2/9/1999
231339,Bogdan,Skrikant,Senior Engineer,6/20/1998
231341,Kazuhide,Keirsey,Staff,5/18/1997
231344,Ohad,Kalafatis,Senior Staff,9/15/1994
231345,Kagan,Asrin,Staff,7/2/1998
231347,Kiam,Thimonier,Senior Engineer,9/9/1994
231353,Dinah,Schurmann,Senior Engineer,11/6/2000
231355,Abdelghani,Silva,Senior Engineer,3/2/1996
231362,Boriana,Pintelas,Technique Leader,1/19/1993
231367,Shawna,Lubachevsky,Senior Staff,5/15/1993
231368,Richara,Muhling,Assistant Engineer,10/2/1999
231372,Khatoun,Koblick,Staff,8/20/1997
231375,Jungsoon,Kushnir,Senior Staff,3/16/1995
231378,Barna,Socorro,Staff,8/19/1998
231380,Christfried,Schwabacher,Assistant Engineer,8/15/1998
231383,Randy,Chiodo,Senior Engineer,3/1/2001
231386,Ashish,Swiss,Senior Engineer,12/29/2001
231391,Nevio,Atchley,Engineer,5/12/1999
231392,Mats,Akiyama,Senior Engineer,4/4/1999
231393,Tamiya,DuCasse,Senior Engineer,4/29/1989
231395,Fen,Gill,Engineer,6/29/1995
231396,Yoshinari,Cannata,Engineer,11/15/1998
231401,Fumino,Biran,Senior Engineer,1/18/1996
231409,Maya,Thorensen,Senior Engineer,2/16/1994
231410,Persi,Sidou,Senior Staff,4/9/1999
231411,Prasadram,Perfilyeva,Senior Staff,6/28/1993
231414,Qingxiang,Camarinopoulos,Technique Leader,5/18/1994
231416,Mokhtar,DasSarma,Senior Staff,6/15/1997
231417,Arfst,Breugel,Senior Engineer,4/10/1998
231422,Saeed,Keohane,Engineer,7/10/1993
231424,Dayanand,Fortenbacher,Senior Staff,6/29/2001
231425,Danai,DuCasse,Senior Engineer,5/11/1991
231427,Shuji,Jullig,Engineer,6/19/1998
231430,Quingbo,Kusakabe,Senior Staff,2/4/1995
231431,Anestis,Merle,Senior Staff,2/13/1988
